"","tmt.tree.id","tmt.obs.id","database.code","tree.id","tmt.plot.id","plot.id","tmt.census.id","census.id","census.date","census.n","species.id","tmt.species.id","func.type","subplot.id","tree.coord.x","tree.coord.y","azimuth","dist.centre","d","pom","height","agb","ba","n.plot","g.plot","n.ha","tree.status","mode.death","mode.death.other","canopy.position","liana.infe","multistem","qc.pom.change","qc.repeat.dead","qc.backlife","qc.missing.d","species.cor","genus.cor","family.cor","biomass","biomass.plot","biomass.ha","ba.ha"
"3614","UKR.1.5035","UKR.1.5035.2","UKR",5035,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,890.190545589073,169.809312930045,NA,NA,345,130,38.85,NA,93434.625,1,93434.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.708696877512197,0.708696877512197,0.0708696877512198,9343.4625
"3615","UKR.1.5036","UKR.1.5036.2","UKR",5036,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,890.219562674882,170.935103894941,NA,NA,142.5,130,20.5,NA,15940.40625,1,15940.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0871244581088745,0.0871244581088745,0.00871244581088745,1594.040625
"3616","UKR.1.5038","UKR.1.5038.2","UKR",5038,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,898.104899337505,178.010124665879,NA,NA,201.5,130,20.6037661854531,NA,31872.76625,1,31872.76625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.198071051516973,0.198071051516973,0.0198071051516973,3187.276625
"3617","UKR.1.5040","UKR.1.5040.2","UKR",5040,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,899.917871704369,181.885523732412,NA,NA,265.5,130,25.5731021740936,NA,55334.84625,1,55334.84625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.380885058610977,0.380885058610977,0.0380885058610977,5533.484625
"3618","UKR.1.5041","UKR.1.5041.2","UKR",5041,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,898.429540388022,186.545979794351,NA,NA,818.5,130,44.8363154832143,NA,525904.66625,1,525904.66625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",5.49425312913502,5.49425312913502,0.549425312913502,52590.466625
"3619","UKR.1.6001","UKR.1.6001.2","UKR",6001,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,864.490164498317,161.341977353343,NA,NA,763.5,130,44.071303532759,NA,457601.81625,1,457601.81625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.65901046577362,4.65901046577362,0.465901046577362,45760.181625
"3620","UKR.1.5042","UKR.1.5042.2","UKR",5042,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,892.74589100012,189.404875727265,NA,NA,512,130,38.1352204837166,NA,205783.04,1,205783.04,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.80676613581334,1.80676613581334,0.180676613581334,20578.304
"3621","UKR.1.5045","UKR.1.5045.2","UKR",5045,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,891.006775153697,194.297628327791,NA,NA,1111,130,46,NA,968941.985,1,968941.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",11.3364302592865,11.3364302592865,1.13364302592865,96894.1985
"3622","UKR.1.6004","UKR.1.6004.2","UKR",6004,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,852.295959400181,168.680517748344,NA,NA,303.5,130,28.1419203883641,NA,72308.11625,1,72308.11625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.523012388259399,0.523012388259399,0.0523012388259399,7230.811625
"3623","UKR.1.5046","UKR.1.5046.2","UKR",5046,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,898.602865781802,198.760424396625,NA,NA,364,130,31.7019704936539,NA,104009.36,1,104009.36,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.804736153023563,0.804736153023563,0.0804736153023563,10400.936
"3624","UKR.1.7037","UKR.1.7037.2","UKR",7037,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,795.705240217127,176.975504029716,NA,NA,693,130,42.8622533934643,NA,376995.465,1,376995.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.70295793423514,3.70295793423514,0.370295793423514,37699.5465
"3625","UKR.1.5048","UKR.1.5048.2","UKR",5048,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,898.501420237319,199.82534580452,NA,NA,111,130,12.096448041505,NA,9671.985,1,9671.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0481891455715697,0.0481891455715697,0.00481891455715697,967.1985
"3626","UKR.1.5050","UKR.1.5050.2","UKR",5050,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,897.717973779939,209.496591860319,NA,NA,260,130,25.1785084229386,NA,53066,1,53066,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.362445232216589,0.362445232216589,0.0362445232216589,5306.6
"3627","UKR.1.7044","UKR.1.7044.2","UKR",7044,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,800.389057420473,188.967527470038,NA,NA,464.5,130,33.6,NA,169371.79625,1,169371.79625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.43437569079858,1.43437569079858,0.143437569079858,16937.179625
"3628","UKR.1.7045","UKR.1.7045.2","UKR",7045,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,797.98857530598,189.207726546594,NA,NA,417.5,130,34.3657596736855,NA,136830.40625,1,136830.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.1138708114121,1.1138708114121,0.11138708114121,13683.040625
"3629","UKR.1.5052","UKR.1.5052.2","UKR",5052,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,889.403523837886,210.83554379641,NA,NA,178.5,130,18.6087072994195,NA,25011.86625,1,25011.86625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.148607298017686,0.148607298017686,0.0148607298017686,2501.186625
"3630","UKR.1.5060","UKR.1.5060.2","UKR",5060,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,883.070303436673,191.381204176525,NA,NA,642.5,130,41.8069964665361,NA,324052.90625,1,324052.90625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.09492849261334,3.09492849261334,0.309492849261334,32405.290625
"3631","UKR.1.7056","UKR.1.7056.2","UKR",7056,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,781.690459100704,211.015403279601,NA,NA,151,130,16.0734182291496,NA,17898.785,1,17898.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0999515017661949,0.0999515017661949,0.00999515017661949,1789.8785
"3632","UKR.1.5062","UKR.1.5062.2","UKR",5062,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,875.438846984857,199.295035626477,NA,NA,165,130,17.3845775755161,NA,21371.625,1,21371.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.123331499172262,0.123331499172262,0.0123331499172262,2137.1625
"3633","UKR.1.5064","UKR.1.5064.2","UKR",5064,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,882.427527819782,192.330758424971,NA,NA,132,130,14.2264388837743,NA,13677.84,1,13677.84,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.072667318374549,0.072667318374549,0.0072667318374549,1367.784
"3634","UKR.1.5065","UKR.1.5065.2","UKR",5065,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,878.8021284228,191.125359029534,NA,NA,254,130,24.7412708679464,NA,50645.06,1,50645.06,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.342929922341094,0.342929922341094,0.0342929922341094,5064.506
"3635","UKR.1.5067","UKR.1.5067.2","UKR",5067,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,889.077494845314,185.434615442241,NA,NA,187.5,130,19.4029111358436,NA,27597.65625,1,27597.65625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.166987278986968,0.166987278986968,0.0166987278986968,2759.765625
"3636","UKR.1.7065","UKR.1.7065.2","UKR",7065,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,772.764931665069,204.568419323081,NA,NA,114,130,12.4062850739922,NA,10201.86,1,10201.86,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0513340126253126,0.0513340126253126,0.00513340126253126,1020.186
"3637","UKR.1.7066","UKR.1.7066.2","UKR",7066,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,775.137497381301,204.338802356153,NA,NA,138.5,130,14.8669938892206,NA,15058.06625,1,15058.06625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0814380573521636,0.0814380573521636,0.00814380573521636,1505.806625
"3638","UKR.1.8011","UKR.1.8011.2","UKR",8011,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,756.852423806456,180.173440866064,NA,NA,271.5,130,25.9968650500729,NA,57864.11625,1,57864.11625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.401607061827439,0.401607061827439,0.0401607061827439,5786.411625
"3639","UKR.1.7068","UKR.1.7068.2","UKR",7068,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,776.802668761479,203.296181433353,NA,NA,209.5,130,21.2712249941207,NA,34453.84625,1,34453.84625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.217222810092251,0.217222810092251,0.0217222810092251,3445.384625
"3640","UKR.1.5073","UKR.1.5073.2","UKR",5073,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,880.302368408223,173.558883122078,NA,NA,270,130,25.8915761749307,NA,57226.5,1,57226.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.396367020257891,0.396367020257891,0.0396367020257891,5722.65
"3641","UKR.1.7072","UKR.1.7072.2","UKR",7072,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,786.398716047975,198.740251977557,NA,NA,114,130,12.4062850739922,NA,10201.86,1,10201.86,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0513340126253126,0.0513340126253126,0.00513340126253126,1020.186
"3642","UKR.1.5075","UKR.1.5075.2","UKR",5075,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,870.50327505106,167.230473123154,NA,NA,791.5,130,44.4783254092158,NA,491780.71625,1,491780.71625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",5.07427875603583,5.07427875603583,0.507427875603583,49178.071625
"3643","UKR.1.5079","UKR.1.5079.2","UKR",5079,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,872.202759510192,193.320566897648,NA,NA,102.5,130,11.2088366707829,NA,8247.40625,1,8247.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0398959276654615,0.0398959276654615,0.00398959276654615,824.740625
"3644","UKR.1.5080","UKR.1.5080.2","UKR",5080,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,868.132050402093,201.758787835341,NA,NA,130.5,130,14.0773453590048,NA,13368.74625,1,13368.74625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0707249829574518,0.0707249829574518,0.00707249829574518,1336.874625
"3645","UKR.1.5081","UKR.1.5081.2","UKR",5081,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,867.761247796337,209.628811658784,NA,NA,144,130,15.4019572111246,NA,16277.76,1,16277.76,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0893142377826678,0.0893142377826678,0.00893142377826678,1627.776
"3646","UKR.1.5082","UKR.1.5082.2","UKR",5082,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,5,873.010880341685,209.030897289749,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA,0,1,0,0,"Fagus sylvatica","Fagus","Fagaceae",0,0,0,0
"3647","UKR.1.6040","UKR.1.6040.2","UKR",6040,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,820.103569871159,172.060279086977,NA,NA,808.5,130,44.7074904970854,NA,513132.71625,1,513132.71625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",5.33645483300863,5.33645483300863,0.533645483300863,51313.271625
"3648","UKR.1.6002","UKR.1.6002.2","UKR",6002,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,859.750350496003,166.438873918275,NA,NA,490,130,37.3530452409532,NA,188478.5,1,188478.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.62811620825556,1.62811620825556,0.162811620825556,18847.85
"3649","UKR.1.6003","UKR.1.6003.2","UKR",6003,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,855.279760899944,166.913431424592,NA,NA,461.5,130,34.3,NA,167191.06625,1,167191.06625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.41251158100936,1.41251158100936,0.141251158100936,16719.106625
"3650","UKR.1.8070","UKR.1.8070.2","UKR",8070,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,740.064892874795,190.94029218654,NA,NA,114.5,130,12.4577476156083,NA,10291.54625,1,10291.54625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0518693563948902,0.0518693563948902,0.00518693563948902,1029.154625
"3651","UKR.1.6006","UKR.1.6006.2","UKR",6006,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,845.269232420311,169.885143725142,NA,NA,998,130,45.5,NA,781863.14,1,781863.14,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",8.79114480502716,8.79114480502716,0.879114480502716,78186.314
"3652","UKR.1.6007","UKR.1.6007.2","UKR",6007,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,843.44528219189,173.956665850336,NA,NA,717,130,43.3057988159182,NA,403559.865,1,403559.865,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.01421179716778,4.01421179716778,0.401421179716778,40355.9865
"3653","UKR.1.6010","UKR.1.6010.2","UKR",6010,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,853.817233868564,175.660114529239,NA,NA,134.5,130,14.4738692596179,NA,14200.84625,1,14200.84625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.075972360393283,0.075972360393283,0.0075972360393283,1420.084625
"3654","UKR.1.6012","UKR.1.6012.2","UKR",6012,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,860.819927883718,174.875584359324,NA,NA,612.5,130,31.5,NA,294497.65625,1,294497.65625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.76325062328356,2.76325062328356,0.276325062328357,29449.765625
"3655","UKR.1.6013","UKR.1.6013.2","UKR",6013,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,865.374760690008,170.445210216669,NA,NA,884,130,45.5807698082723,NA,613442.96,1,613442.96,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",6.59426372512761,6.59426372512761,0.659426372512761,61344.296
"3656","UKR.1.6014","UKR.1.6014.2","UKR",6014,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,867.557630943503,176.537799447626,NA,NA,274,130,26.1713857625452,NA,58934.66,1,58934.66,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.410429016306374,0.410429016306374,0.0410429016306374,5893.466
"3657","UKR.1.6016","UKR.1.6016.2","UKR",6016,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,863.138868220473,191.601167957288,NA,NA,377,130,32.3886550674194,NA,111571.265,1,111571.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.87454342154227,0.87454342154227,0.087454342154227,11157.1265
"3658","UKR.1.7093","UKR.1.7093.2","UKR",7093,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,778.030016948223,161.301471368273,NA,NA,106.5,130,11.6283118952993,NA,8903.66625,1,8903.66625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0436859266953614,0.0436859266953614,0.00436859266953614,890.366625
"3659","UKR.1.7067","UKR.1.7067.2","UKR",7067,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,771.783662425907,203.107617301701,NA,NA,135.5,130,14.5724698626062,NA,14412.79625,1,14412.79625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0773182232885015,0.0773182232885015,0.00773182232885015,1441.279625
"3660","UKR.1.7101","UKR.1.7101.2","UKR",7101,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,798.471606122121,183.138175685835,NA,NA,469,130,36.5549413148113,NA,172669.385,1,172669.385,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.46753650602971,1.46753650602971,0.146753650602971,17266.9385
"3661","UKR.1.6019","UKR.1.6019.2","UKR",6019,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,856.759895899863,189.643848629787,NA,NA,362,130,31.5939787113148,NA,102869.54,1,102869.54,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.794293685157171,0.794293685157171,0.0794293685157171,10286.954
"3662","UKR.1.8044","UKR.1.8044.2","UKR",8044,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,744.585303632576,179.863577084434,NA,NA,274.5,130,26.2061461886137,NA,59149.94625,1,59149.94625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.412206717103249,0.412206717103249,0.041220671710325,5914.994625
"3663","UKR.1.6020","UKR.1.6020.2","UKR",6020,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,854.306037492108,186.517352284444,NA,NA,168,130,13.3,NA,22155.84,1,22155.84,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.12871369438612,0.12871369438612,0.012871369438612,2215.584
"3664","UKR.1.8001","UKR.1.8001.2","UKR",8001,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,766.881865519119,166.700639833091,NA,NA,954,130,39,NA,714441.06,1,714441.06,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",7.89994285109166,7.89994285109166,0.789994285109166,71444.106
"3665","UKR.1.6022","UKR.1.6022.2","UKR",6022,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,849.851786850697,182.120694644423,NA,NA,119,130,12.9186157981772,NA,11116.385,1,11116.385,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0568326882541851,0.0568326882541851,0.00568326882541851,1111.6385
"3666","UKR.1.6024","UKR.1.6024.2","UKR",6024,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,842.633124646109,184.511484574101,NA,NA,174.5,130,18.2501148634709,NA,23903.44625,1,23903.44625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.140833775446922,0.140833775446922,0.0140833775446922,2390.344625
"3667","UKR.1.6025","UKR.1.6025.2","UKR",6025,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,846.532880421128,187.104375417282,NA,NA,103.5,130,11.3139982267645,NA,8409.11625,1,8409.11625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0408248093916862,0.0408248093916862,0.00408248093916863,840.911625
"3668","UKR.1.6026","UKR.1.6026.2","UKR",6026,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,841.057865230554,191.007568721534,NA,NA,575.5,130,41.5,NA,259992.19625,1,259992.19625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.38380116111753,2.38380116111753,0.238380116111753,25999.219625
"3669","UKR.1.8010","UKR.1.8010.2","UKR",8010,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,764.721520253097,181.281479155282,NA,NA,180,130,18.7422879270979,NA,25434,1,25434,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.151584771387715,0.151584771387715,0.0151584771387715,2543.4
"3670","UKR.1.6032","UKR.1.6032.2","UKR",6032,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,863.188007981339,202.876916276866,NA,NA,501,130,37.750830287247,NA,197035.785,1,197035.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",1.71609721078741,1.71609721078741,0.171609721078741,19703.5785
"3671","UKR.1.6033","UKR.1.6033.2","UKR",6033,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,861.2771274283,207.591192345587,NA,NA,562.5,130,39.7391647658524,NA,248378.90625,1,248378.90625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.2581200894853,2.2581200894853,0.22581200894853,24837.890625
"3672","UKR.1.6034","UKR.1.6034.2","UKR",6034,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,855.03503155484,205.80745005899,NA,NA,663.5,130,42.267007142963,NA,345582.31625,1,345582.31625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.34012464991146,3.34012464991146,0.334012464991146,34558.231625
"3673","UKR.1.6036","UKR.1.6036.2","UKR",6036,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,840.564177603432,204.901668062188,NA,NA,661.5,130,42.2245379615057,NA,343502.06625,1,343502.06625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.31630626536156,3.31630626536156,0.331630626536156,34350.206625
"3674","UKR.1.7029","UKR.1.7029.2","UKR",7029,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,793.730998618982,167.987767136427,NA,NA,676.5,130,48.5,NA,359257.01625,1,359257.01625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",3.49735261363333,3.49735261363333,0.349735261363333,35925.701625
"3675","UKR.1.6041","UKR.1.6041.2","UKR",6041,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,6,819.821547781333,171.773554432189,NA,NA,742.5,130,43.7401506245476,NA,432775.40625,1,432775.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",4.36093482202071,4.36093482202071,0.436093482202071,43277.540625
"3676","UKR.1.8069","UKR.1.8069.2","UKR",8069,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,738.120353379442,188.389233960513,NA,NA,833,130,45.0155852392083,NA,544702.865,1,544702.865,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",5.72779693646148,5.72779693646148,0.572779693646148,54470.2865
"3677","UKR.1.7083","UKR.1.7083.2","UKR",7083,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,771.728504969483,177.331281676344,NA,NA,323,130,29.3575884345663,NA,81898.265,1,81898.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.606208570311611,0.606208570311611,0.0606208570311611,8189.8265
"3678","UKR.1.7036","UKR.1.7036.2","UKR",7036,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,7,790.275105888129,176.894454649751,NA,NA,605,130,40.9035602733675,NA,287329.625,1,287329.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",2.68371172535379,2.68371172535379,0.268371172535379,28732.9625
"3679","UKR.1.8031","UKR.1.8031.2","UKR",8031,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,753.874173451679,205.199153754413,NA,NA,143,130,15.3051735091341,NA,16052.465,1,16052.465,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0878508935019127,0.0878508935019127,0.00878508935019127,1605.2465
"3680","UKR.1.8033","UKR.1.8033.2","UKR",8033,"UKR.1",1,"UKR.1.2",1.2,2005,2,1,"UKR.1",NA,8,751.867595453838,201.507866123364,NA,NA,123,130,13.3247789437813,NA,11876.265,1,11876.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae",0.0614660959664417,0.0614660959664417,0.00614660959664417,1187.6265
